CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary,Balance,NumOfProducts,HasCrCard,Tenure_y,IsActiveMember,Exited
15717426,Armstrong,850,French,Male,36.0,7,"€ 40,812.90",€ 0.00,1,Yes,7,Yes,0
15585768,Cameron,582,Germany,Male,41.0,6,"€ 178,074.04","€ 70,349.48",2,Yes,6,Yes,0
15619360,Hsiao,472,Spain,Male,40.0,4,"€ 70,154.22",€ 0.00,1,No,4,No,0
15738148,Clarke,465,FRA,Female,51.0,8,"€ 181,297.65","€ 122,522.32",1,No,8,No,1
15687946,Osborne,556,FRA,Female,61.0,2,"€ 94,153.83","€ 117,419.35",1,Yes,2,Yes,0
15755196,Lavine,834,FRA,Female,49.0,2,"€ 194,365.76","€ 131,394.56",1,No,2,No,1
15684171,Bianchi,660,Spain,Female,61.0,5,"€ 158,338.39","€ 155,931.11",1,Yes,5,Yes,0
15754849,Tyler,776,Germany,Female,32.0,4,"€ 126,517.46","€ 109,421.13",2,Yes,4,Yes,0
15602280,Martin,829,Germany,Female,27.0,9,"€ 119,708.21","€ 112,045.67",1,Yes,9,Yes,1
15771573,Okagbue,637,Germany,Female,39.0,9,"€ 117,622.80","€ 137,843.80",1,Yes,9,Yes,1
15766205,Yin,550,Germany,Male,38.0,2,"€ 90,878.13","€ 103,391.38",1,Yes,2,Yes,0
15771873,Buccho,776,Germany,Female,37.0,2,"€ 194,099.12","€ 103,769.22",2,No,2,No,0
15616550,Chidiebele,698,Germany,Male,44.0,10,"€ 198,059.16","€ 116,363.37",2,No,10,No,0
15768193,Trevisani,585,Germany,Male,36.0,5,"€ 86,424.57","€ 146,050.97",2,No,5,No,0
15683553,O'Brien,788,FRA,Female,33.0,5,"€ 116,978.19",€ 0.00,2,No,5,No,0
15702298,Parkhill,655,Germany,Male,41.0,8,"€ 164,040.94","€ 125,561.97",1,No,8,No,1
15569590,Yoo,601,Germany,Male,42.0,1,"€ 40,014.76","€ 98,495.72",1,No,1,No,1
15760861,Phillipps,619,French,Male,43.0,1,"€ 113,410.49","€ 125,211.92",1,Yes,1,Yes,0
15630053,Tsao,656,France,Male,45.0,5,"€ 87,107.57","€ 127,864.40",1,No,5,No,0
15647091,Endrizzi,725,Germany,Male,19.0,0,"€ 45,613.75","€ 75,888.20",1,No,0,No,0
15623944,T'ien,511,Spain,Female,66.0,4,"€ 1,643.11",€ 0.00,1,No,4,No,1
15804771,Velazquez,614,FRA,Male,51.0,4,"€ 46,775.28","€ 40,685.92",1,Yes,4,Yes,0
15651280,Hunter,742,Germany,Male,35.0,5,"€ 84,509.57","€ 136,857.00",1,No,5,No,0
15773469,Clark,687,Germany,Female,27.0,9,"€ 126,494.82","€ 152,328.88",2,No,9,No,0
15702014,Jeffrey,555,Spain,Male,33.0,1,"€ 178,798.13","€ 56,084.69",2,No,1,No,0
15751208,Pirozzi,684,Spain,Male,56.0,8,"€ 99,398.36","€ 78,707.16",1,Yes,8,Yes,0
15592461,Jackson,603,Germany,Male,26.0,4,"€ 92,840.67","€ 109,166.37",1,Yes,4,Yes,0
15789484,Hammond,751,Germany,Female,36.0,6,"€ 27,758.36","€ 169,831.46",2,Yes,6,Yes,0
15696061,Brownless,581,Germany,Female,34.0,1,"€ 110,431.51","€ 101,633.04",1,No,1,No,0
15641582,Chibugo,735,Germany,Male,43.0,10,"€ 196,673.28","€ 123,180.01",2,Yes,10,Yes,0
15638424,Glauert,661,Germany,Female,35.0,5,"€ 113,656.85","€ 150,725.53",2,Yes,5,Yes,0
15755648,Pisano,675,FRA,Female,21.0,8,"€ 18,203.00","€ 98,373.26",1,No,8,No,0
15703793,Konovalova,738,Germany,Male,58.0,2,"€ 28,373.86","€ 133,745.44",4,No,2,No,1
15620344,McKee,813,France,Male,29.0,6,"€ 33,953.87",€ 0.00,1,No,6,No,0
15812518,Palermo,657,Spain,Female,37.0,0,"€ 44,203.55","€ 163,607.18",1,Yes,0,Yes,0
15779052,Ballard,604,Germany,Female,25.0,5,"€ 58,426.81","€ 157,780.84",2,Yes,5,Yes,0
15770811,Wallace,519,FRA,Male,36.0,9,"€ 145,562.40",€ 0.00,2,Yes,9,Yes,0
15780961,Cavenagh,735,France,Female,21.0,1,"€ 22,388.00","€ 178,718.19",2,No,1,No,0
15614049,Hu,664,FRA,Male,55.0,8,"€ 139,161.64",€ 0.00,2,Yes,8,Yes,0
15662085,Read,678,FRA,Female,32.0,9,"€ 148,210.64",€ 0.00,1,Yes,9,Yes,0
15575185,Bushell,757,Spain,Male,33.0,5,"€ 194,239.63","€ 77,253.22",1,Yes,5,Yes,0
15803136,Postle,416,Germany,Female,41.0,10,"€ 98,301.61","€ 122,189.66",2,No,10,No,0
15706021,Buley,665,France,Female,34.0,1,"€ 171,413.66","€ 96,645.54",2,No,1,No,0
15663706,Leonard,777,France,Female,32.0,2,"€ 136,458.19",€ 0.00,1,No,2,No,1
15641732,Mills,543,France,Female,36.0,3,"€ 26,019.59",€ 0.00,2,No,3,No,0
15701164,Onyeorulu,506,FRA,Female,34.0,4,"€ 159,235.29","€ 90,307.62",1,Yes,4,Yes,0
15738751,Beit,493,France,Female,46.0,4,"€ 1,907.66",€ 0.00,2,No,4,No,0
15805254,Ndukaku,652,Spain,Female,75.0,10,"€ 114,675.75",€ 0.00,2,Yes,10,Yes,0
15762418,Gant,750,Spain,Male,22.0,3,"€ 128,643.35","€ 121,681.82",1,No,3,No,1
15625759,Rowley,729,France,Male,30.0,9,"€ 151,869.35",€ 0.00,2,No,9,No,0
15622897,Sharpe,646,French,Female,46.0,4,"€ 93,251.42",€ 0.00,3,No,4,No,1
15767954,Osborne,635,Germany,Female,28.0,3,"€ 156,791.36","€ 81,623.67",2,Yes,3,Yes,0
15757535,Heap,647,Spain,Female,44.0,5,"€ 174,205.22",€ 0.00,3,Yes,5,Yes,1
15731511,Ritchie,808,France,Male,45.0,7,"€ 147,132.46","€ 118,626.55",2,No,7,No,0
15809248,Cole,524,FRA,Female,36.0,10,"€ 109,614.57",€ 0.00,2,No,10,No,0
15640635,Capon,769,FRA,Male,29.0,8,"€ 172,290.61",€ 0.00,2,Yes,8,Yes,0
15676966,Capon,730,Spain,Male,42.0,4,"€ 85,982.47",€ 0.00,2,Yes,4,Yes,0
15699461,Fiorentini,515,Spain,Male,35.0,10,"€ 121,277.78","€ 176,273.95",1,Yes,10,Yes,0
15738721,Graham,773,Spain,Male,41.0,9,"€ 64,595.25","€ 102,827.44",1,Yes,9,Yes,0
15693683,Yuille,814,Germany,Male,29.0,8,"€ 197,276.13","€ 97,086.40",2,Yes,8,Yes,0
15604348,Allard,710,Spain,Male,22.0,8,"€ 99,645.04",€ 0.00,2,No,8,No,0
15633059,Fanucci,413,France,Male,34.0,9,"€ 6,534.18",€ 0.00,2,No,9,No,0
15808582,Fu,665,FRA,Female,40.0,6,"€ 161,848.03",€ 0.00,1,Yes,6,Yes,0
15743192,Hung,623,French,Female,44.0,6,"€ 167,162.43",€ 0.00,2,No,6,No,0
15580146,Hung,738,France,Male,31.0,9,"€ 41,970.72","€ 82,674.15",1,No,9,No,0
15776605,Bradley,528,Spain,Male,36.0,7,"€ 60,536.56",€ 0.00,2,No,7,No,0
15804919,Dunbabin,670,Spain,Female,65.0,1,"€ 177,655.68",€ 0.00,1,Yes,1,Yes,1
15613854,Mauldon,622,Spain,Female,46.0,4,"€ 30,984.59","€ 107,073.27",2,Yes,4,Yes,1
15599195,Stiger,582,Germany,Male,32.0,1,"€ 10,054.53","€ 88,938.62",1,Yes,1,Yes,0
15812878,Parsons,785,Germany,Female,36.0,2,"€ 36,976.52","€ 99,806.85",1,Yes,2,Yes,0
15602312,Walkom,605,Spain,Male,33.0,5,"€ 71,862.79","€ 150,092.80",1,No,5,No,0
15744689,T'ang,479,Germany,Male,35.0,9,"€ 99,449.86","€ 92,833.89",1,No,9,No,1
15803526,Eremenko,685,Germany,Male,30.0,3,"€ 63,082.88","€ 90,536.81",1,Yes,3,Yes,0
15665790,Rowntree,538,Germany,Male,39.0,7,"€ 27,231.26","€ 108,055.10",2,No,7,No,0
15715951,Thorpe,562,France,Male,42.0,2,"€ 86,797.41","€ 100,238.35",1,No,2,No,0
15591100,Chiemela,675,Spain,Male,36.0,9,"€ 22,994.32","€ 106,190.55",1,Yes,9,Yes,0
15609618,Fanucci,721,Germany,Male,28.0,9,"€ 101,300.94","€ 154,475.54",2,Yes,9,Yes,1
15675522,Ko,628,Germany,Female,30.0,9,"€ 74,169.13","€ 132,351.29",2,Yes,9,Yes,0
15705512,Welch,668,Germany,Female,37.0,6,"€ 115,638.29","€ 167,864.40",1,No,6,No,0
15698028,Duncan,506,France,Female,41.0,1,"€ 31,766.30",€ 0.00,2,No,1,No,0
15661670,Chidozie,524,Germany,Female,31.0,8,"€ 199,725.39","€ 107,818.63",1,No,8,No,1
15600781,Wu,699,Germany,Male,34.0,4,"€ 120,834.48","€ 185,173.81",2,No,4,No,0
15682472,Culbreth,828,French,Male,34.0,8,"€ 38,131.77","€ 129,433.34",2,No,8,No,0
15580203,,674,Spain,Male,,6,"-€ 999,999","€ 120,193.42",1,No,6,No,0
15690673,Cameron,656,French,Female,39.0,6,"€ 141,069.88",€ 0.00,2,No,6,No,0
15760085,Calabresi,684,Germany,Female,48.0,10,"€ 198,129.36","€ 126,384.42",1,Yes,10,Yes,0
15779659,Zetticci,625,FRA,Female,28.0,3,"€ 183,646.41",€ 0.00,1,No,3,No,0
15627360,Fuller,432,France,Male,42.0,9,"€ 110,265.24","€ 152,603.45",1,No,9,No,1
15671137,MacDonald,549,France,Female,52.0,1,"€ 8,636.05",€ 0.00,1,Yes,1,Yes,1
15782688,Piccio,625,Germany,Male,56.0,0,"€ 46,824.08","€ 148,507.24",1,No,0,No,1
15575492,Kennedy,828,FRA,Female,41.0,7,"€ 171,378.77",€ 0.00,2,No,7,No,0
15591607,Fernie,770,FRA,Male,24.0,9,"€ 167,256.35","€ 101,827.07",1,No,9,No,0
15740404,He,758,FRA,Female,34.0,3,"€ 124,226.16",€ 0.00,2,Yes,3,Yes,0
15718369,Kaodilinakachukwu,795,Germany,Female,33.0,9,"€ 114,935.21","€ 130,862.43",1,Yes,9,Yes,0
15677871,Cocci,687,France,Male,38.0,9,"€ 35,608.88","€ 122,570.87",1,Yes,9,Yes,0
15642004,Alekseeva,686,French,Male,25.0,1,"€ 16,459.37",€ 0.00,2,Yes,1,Yes,0
15712543,Chinweike,789,Germany,Male,39.0,7,"€ 124,411.08","€ 124,828.46",2,Yes,7,Yes,0
15584518,Arthur,589,Germany,Female,50.0,5,"€ 34,941.23","€ 144,895.05",2,Yes,5,Yes,0
15802381,Li,461,Germany,Female,34.0,5,"€ 167,784.28","€ 63,663.93",1,Yes,5,Yes,0
15610156,Ma,637,FRA,Male,40.0,2,"€ 93,165.34","€ 133,463.10",1,Yes,2,Yes,0
15594408,Chia,584,Spain,Female,48.0,2,"€ 75,161.25","€ 213,146.20",1,No,2,No,1
15640905,Vasin,579,Spain,Female,35.0,1,"€ 8,590.83","€ 129,490.36",2,Yes,1,Yes,1
15698932,Groves,756,Germany,Male,44.0,10,"€ 189,543.90","€ 137,452.09",1,No,10,No,0
15724944,Tien,663,France,Male,34.0,7,"€ 180,427.24",€ 0.00,2,Yes,7,Yes,0
15628145,Forwood,682,FRA,Female,43.0,5,"€ 193,318.33","€ 125,851.93",1,Yes,5,Yes,0
15713483,Greeves,793,Spain,Male,52.0,2,"€ 159,123.82",€ 0.00,1,No,2,No,1
15612350,Taylor,691,FRA,Female,31.0,5,"€ 126,213.84","€ 40,915.55",1,No,5,No,1
15800703,Madukwe,485,Spain,Female,21.0,5,"€ 54,141.50","€ 113,157.22",1,Yes,5,Yes,0
15705707,Bennelong,635,Spain,Female,29.0,8,"€ 141,075.51","€ 138,296.94",2,No,8,No,0
15754105,Olisanugo,650,French,Male,37.0,5,"€ 24,495.03","€ 106,967.18",1,No,5,No,0
15703264,Chukwufumnanya,735,France,Male,44.0,9,"€ 74,836.34","€ 120,681.63",1,No,9,No,0
15794413,Harris,416,France,Male,32.0,0,€ 878.87,€ 0.00,2,Yes,0,Yes,0
15650237,Morgan,754,Spain,Female,32.0,7,"€ 89,520.75",€ 0.00,2,No,7,No,0
15759618,Alexeeva,535,French,Female,48.0,9,"€ 149,892.79",€ 0.00,1,No,9,No,1
15811589,Metcalfe,716,Spain,Male,42.0,8,"€ 180,800.42",€ 0.00,2,No,8,No,0
15689044,Humphries,539,France,Male,37.0,2,"€ 98,646.22","€ 127,609.59",1,No,2,No,0
15709368,Milne,614,French,Female,43.0,6,"€ 109,041.53",€ 0.00,2,Yes,6,Yes,0
15679145,Chou,706,Spain,Male,57.0,7,"€ 17,941.16",€ 0.00,1,No,7,No,1
15655007,Li,758,French,Female,33.0,7,"€ 82,996.47",€ 0.00,2,No,7,No,0
15623595,Clayton,586,Spain,Female,28.0,2,"€ 92,067.35",€ 0.00,2,Yes,2,Yes,0
15589975,Maclean,646,French,Female,73.0,6,"€ 104,719.66","€ 97,259.25",1,Yes,6,Yes,0
15804017,Chigolum,631,Germany,Female,33.0,4,"€ 112,687.57","€ 123,246.70",1,No,4,No,0
15692132,Wilkinson,717,Spain,Female,22.0,6,"€ 84,699.56","€ 101,060.25",1,Yes,6,Yes,0
15641122,Wei,684,French,Male,30.0,2,"€ 83,473.82",€ 0.00,2,No,2,No,0
15630910,Treacy,800,FRA,Female,49.0,7,"€ 47,125.11","€ 108,007.36",1,No,7,No,0
15680772,Hu,721,Spain,Female,36.0,2,"€ 106,977.80",€ 0.00,2,Yes,2,Yes,0
15658929,Taverner,683,Spain,Male,29.0,0,"€ 55,582.54","€ 133,702.89",1,No,0,No,1
15585388,Sherman,660,Germany,Male,31.0,9,"€ 139,874.43","€ 125,189.75",2,Yes,9,Yes,0
15724623,Taubman,704,Germany,Female,24.0,7,"€ 162,503.48","€ 113,034.22",1,No,7,No,1
15588537,Robinson,615,Spain,Female,41.0,9,"€ 196,499.96","€ 109,013.23",1,No,9,No,0
15574692,Pinto,667,Spain,Female,39.0,2,"€ 40,721.24",€ 0.00,2,No,2,No,1
15611325,Wood,682,Germany,Male,24.0,9,"€ 53,134.30","€ 57,929.81",2,No,9,No,0
15587562,Hawkins,484,French,Female,29.0,4,"€ 164,017.89","€ 130,114.39",1,No,4,No,0
15613172,Sun,628,Germany,Male,27.0,5,"€ 155,996.96","€ 95,826.49",2,No,5,No,0
15651022,Yost,480,Germany,Male,44.0,10,"€ 5,472.70","€ 129,608.57",1,No,10,No,1
15586310,Ting,578,French,Male,30.0,4,"€ 112,187.11","€ 169,462.09",1,No,4,No,0
15625524,Rowe,512,France,Male,40.0,5,"€ 146,457.83",€ 0.00,2,Yes,5,Yes,0
15755209,Fu,484,Spain,Female,35.0,7,"€ 27,286.10","€ 133,868.21",1,Yes,7,Yes,0
15645248,Ho,510,French,Female,30.0,0,"€ 130,553.47",€ 0.00,2,Yes,0,Yes,0
15790355,Okechukwu,606,Germany,Male,36.0,5,"€ 179,351.89","€ 190,479.48",2,No,5,No,0
15762615,Campbell,597,Spain,Female,40.0,8,"€ 94,774.12","€ 101,993.12",1,Yes,8,Yes,0
15625426,Ashbolt,754,Germany,Female,55.0,3,"€ 8,080.85","€ 161,608.81",1,No,3,No,1
15716334,Rozier,850,Spain,Female,45.0,2,"€ 19,482.50","€ 122,311.21",1,Yes,2,Yes,0
15789669,Hsia,510,FRA,Male,65.0,2,"€ 48,071.61",€ 0.00,2,Yes,2,Yes,0
15621075,Ogbonnaya,778,Germany,Female,45.0,1,"€ 174,531.27","€ 162,150.42",2,No,1,No,0
15810845,T'ang,636,FRA,Male,42.0,2,"€ 55,470.78",€ 0.00,2,Yes,2,Yes,0
15719377,Cocci,804,French,Female,50.0,4,"€ 8,546.87",€ 0.00,1,Yes,4,Yes,1
15654506,Chang,514,France,Male,32.0,8,"€ 95,857.18",€ 0.00,2,No,8,No,0
15771977,T'ao,730,FRA,Female,39.0,1,"€ 194,945.80","€ 99,010.67",1,No,1,No,0
15708710,Ford,525,Spain,Female,37.0,0,"€ 131,521.72",€ 0.00,1,Yes,0,Yes,0
15726676,Marshall,616,Spain,Male,30.0,5,"€ 196,108.51",€ 0.00,2,Yes,5,Yes,0
15587421,Tsai,687,Germany,Female,34.0,7,"€ 148,564.76","€ 111,388.18",2,No,7,No,0
15726931,Onwumelu,715,FRA,Female,41.0,8,"€ 92,982.61","€ 56,214.85",2,No,8,No,1
15771086,Graham,512,French,Female,36.0,3,"€ 17,675.36","€ 84,327.77",2,No,3,No,0
15756850,Golovanov,479,French,Male,40.0,1,"€ 114,996.43",€ 0.00,2,No,1,No,0
15702741,Potts,601,French,Male,32.0,8,"€ 86,957.42","€ 93,012.89",1,No,8,No,0
15679200,Crawford,580,Spain,Male,29.0,9,"€ 128,077.80","€ 61,710.44",2,No,9,No,0
15594815,Aleshire,807,France,Male,35.0,3,€ 600.36,"€ 174,790.15",1,Yes,3,Yes,0
15635905,Moran,616,Spain,Female,32.0,6,"€ 43,001.46",€ 0.00,2,Yes,6,Yes,0
15777892,Samsonova,721,Germany,Male,37.0,3,"€ 158,591.12","€ 107,720.64",1,Yes,3,Yes,0
15656176,Jenkins,501,France,Male,57.0,10,"€ 47,847.19",€ 0.00,2,Yes,10,Yes,0
15811127,Volkov,521,FRA,Male,35.0,6,"€ 10,488.44","€ 96,423.84",1,No,6,No,0
15604482,Chiemezie,850,Spain,Male,30.0,2,"€ 5,978.20","€ 141,040.01",1,Yes,2,Yes,0
15622911,Jude,759,FRA,Male,42.0,4,"€ 121,409.06","€ 105,420.18",1,Yes,4,Yes,0
15600974,He,516,Spain,Male,50.0,5,"€ 146,145.93",€ 0.00,1,Yes,5,Yes,1
15727868,Onuora,711,France,Female,38.0,2,"€ 14,374.86","€ 129,022.06",2,Yes,2,Yes,1
15627801,Ginikanwa,512,Spain,Male,33.0,3,"€ 94,670.77","€ 176,666.62",1,No,3,No,0
15773039,Ku,550,France,Male,37.0,3,"€ 179,670.31",€ 0.00,1,Yes,3,Yes,0
15755262,McDonald,608,Spain,Female,41.0,3,"€ 199,304.74","€ 89,763.84",1,No,3,No,1
15679531,Collins,618,France,Male,34.0,5,"€ 151,954.39","€ 134,954.53",1,Yes,5,Yes,0
15684181,Hackett,643,French,Male,45.0,5,"€ 142,513.50",€ 0.00,1,No,5,No,1
15612087,Dike,671,France,Male,45.0,2,"€ 158,264.62","€ 106,376.85",1,Yes,2,Yes,0
15752047,Trevisano,689,Germany,Male,33.0,2,"€ 169,381.90","€ 161,814.64",2,No,2,No,0
15624592,Tan,603,French,Male,31.0,8,"€ 169,915.02",€ 0.00,2,Yes,8,Yes,0
15573152,Glassman,620,French,Female,41.0,9,"€ 88,852.47",€ 0.00,2,No,9,No,0
15594917,Miller,676,French,Female,34.0,1,"€ 40,645.81","€ 63,095.01",1,Yes,1,Yes,0
15785542,Kornilova,572,Germany,Male,26.0,4,"€ 60,427.30","€ 118,287.01",2,No,4,No,0
15723488,Watson,668,Germany,Male,47.0,7,"€ 157,959.02","€ 106,854.21",1,Yes,7,Yes,1
15680920,Marchesi,695,French,Male,46.0,7,"€ 133,007.34","€ 49,512.55",1,No,7,No,0
15786308,Millar,730,Spain,Female,33.0,9,"€ 176,576.62",€ 0.00,2,No,9,No,0
15659366,Shih,807,FRA,Male,43.0,1,"€ 34,888.04","€ 105,799.32",2,No,1,No,1
15774854,Fuller,592,FRA,Male,54.0,8,"€ 28,737.71",€ 0.00,1,Yes,8,Yes,1
15725311,Hay,726,France,Female,31.0,9,"€ 98,178.57","€ 114,722.05",2,Yes,9,Yes,0
15787155,Yang,514,Spain,Male,30.0,7,"€ 125,010.24",€ 0.00,1,Yes,7,Yes,0
15727829,McIntyre,567,FRA,Male,42.0,2,"€ 167,984.61",€ 0.00,2,Yes,2,Yes,0
15733247,Stevenson,850,France,Male,33.0,10,"€ 4,861.72",€ 0.00,1,No,10,No,1
15568748,Poole,671,Germany,Male,45.0,6,"€ 108,872.45","€ 99,564.22",1,Yes,6,Yes,1
15699029,Bagley,670,FRA,Male,37.0,4,"€ 198,252.88","€ 170,557.91",2,No,4,No,0
15774393,Ch'ien,694,French,Female,30.0,9,"€ 26,960.31",€ 0.00,2,Yes,9,Yes,0
15676895,Cattaneo,547,Germany,Female,39.0,6,"€ 85,746.52","€ 74,596.15",3,Yes,6,Yes,1
15637753,O'Sullivan,751,Germany,Male,50.0,2,"€ 77,206.25","€ 96,888.39",1,No,2,No,1
15605461,Lucas,594,Germany,Female,29.0,3,"€ 61,048.53","€ 130,830.22",1,No,3,No,0
15808473,Ringrose,673,France,Male,72.0,1,"€ 111,981.19",€ 0.00,2,Yes,1,Yes,0
15627000,Freeman,610,FRA,Male,40.0,0,"€ 62,232.60",€ 0.00,2,No,0,No,0
15787174,Sergeyev,512,French,Female,37.0,1,"€ 156,105.03",€ 0.00,2,Yes,1,Yes,0
15723886,Fiore,767,Germany,Male,20.0,3,"€ 150,135.38","€ 119,714.25",2,Yes,3,Yes,0
15704769,Smith,585,French,Female,67.0,5,"€ 93,146.11","€ 113,978.97",2,Yes,5,Yes,0
15772896,Dumetochukwu,763,Germany,Male,42.0,6,"€ 33,462.94","€ 100,160.75",1,No,6,No,1
15711540,Pacheco,712,France,Female,29.0,2,"€ 144,375.00",€ 0.00,1,Yes,2,Yes,0
15764866,Synnot,539,Germany,Female,43.0,3,"€ 55,803.96","€ 116,220.50",3,No,3,No,1
15794056,Johnston,668,France,Female,46.0,2,"€ 89,048.46",€ 0.00,3,No,2,No,1
15795149,Stevens,703,FRA,Male,28.0,2,"€ 162,812.16","€ 81,173.83",2,Yes,2,Yes,0
15812009,Grant,662,Spain,Male,38.0,4,"€ 136,259.65",€ 0.00,2,No,4,No,0
15651001,Tsao,725,Germany,Female,39.0,5,"€ 124,052.97","€ 116,803.80",1,No,5,No,0
15813844,Barnes,703,FRA,Male,37.0,8,"€ 74,158.80","€ 105,961.68",2,Yes,8,Yes,0
15596175,McIntosh,659,Germany,Male,67.0,6,"€ 45,071.09","€ 117,411.60",1,Yes,6,Yes,1
15576269,Madison,523,Spain,Male,34.0,7,"€ 62,030.06",€ 0.00,2,No,7,No,0
15797219,Ifesinachi,635,France,Female,40.0,10,"€ 131,953.23","€ 123,497.58",1,No,10,No,1
15685500,Glazkov,772,Germany,Male,26.0,7,"€ 79,414.00","€ 152,400.51",2,No,7,No,0
15599792,Dimauro,545,FRA,Female,26.0,1,"€ 199,638.56",€ 0.00,2,Yes,1,Yes,0
15657566,Wieck,634,Germany,Male,24.0,8,"€ 157,577.29","€ 103,097.85",1,Yes,8,Yes,0
15772423,Liao,739,Germany,Male,54.0,8,"€ 134,420.75","€ 126,418.14",1,No,8,No,1
15628112,Hughes,771,Germany,Female,36.0,5,"€ 99,805.99","€ 77,846.90",1,No,5,No,0
15753754,Morrison,587,Spain,Female,34.0,1,"€ 97,932.68",€ 0.00,2,Yes,1,Yes,0
15793726,Matveyeva,681,France,Female,79.0,0,"€ 170,968.99",€ 0.00,2,Yes,0,Yes,0
15694717,Ku,544,Germany,Male,37.0,2,"€ 57,558.95","€ 79,731.91",1,Yes,2,Yes,0
15665834,Cheatham,696,Spain,Male,28.0,8,"€ 176,713.47",€ 0.00,1,No,8,No,0
15765297,Yao,766,Spain,Male,41.0,0,"€ 34,283.23",€ 0.00,2,Yes,0,Yes,0
